id,user_id,title,description,slug,active,questions,image,premium,type,prompt,custom_template,tone_of_voice,color,filters,package,created_at,updated_at
116,NULL,"Video Description","Generate descriptions for videos.",video_description,1,"[{""name"":""video_topic"",""type"":""textarea"",""question"":""Video Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2z""/></svg>",0,text,"Generate descriptions for videos on **video_topic**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:54.000000Z,2025-09-26T14:23:54.000000Z
86,NULL,"UX Ideas","Generate innovative UX ideas to improve user experience.",ux_ideas,1,"[{""name"":""website_name"",""type"":""text"",""question"":""Website Name"",""select"":""""},{""name"":""current_issues"",""type"":""textarea"",""question"":""Current UX Issues"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Provide UX improvement ideas for **website_name**. Current issues: **current_issues**.",1,0,#C2D6D6,website,NULL,2025-09-26T14:23:41.000000Z,2025-09-26T14:23:41.000000Z
87,NULL,"Design Ideas","Get creative design ideas for your website.",design_ideas,1,"[{""name"":""website_name"",""type"":""text"",""question"":""Website Name"",""select"":""""},{""name"":""design_preferences"",""type"":""textarea"",""question"":""Design Preferences"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate design ideas for **website_name**. Preferences: **design_preferences**.",1,0,#3498DB,website,NULL,2025-09-26T14:23:42.000000Z,2025-09-26T14:23:42.000000Z
88,NULL,"Services Page","Create detailed content for your services page.",services_page,1,"[{""name"":""service_name"",""type"":""text"",""question"":""Service Name"",""select"":""""},{""name"":""service_details"",""type"":""textarea"",""question"":""Service Details"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Write content for the services page for **service_name**. Details: **service_details**.",1,0,#D6A3A3,website,NULL,2025-09-26T14:23:42.000000Z,2025-09-26T14:23:42.000000Z
89,NULL,"Features Page","Create detailed content for your features page.",features_page,1,"[{""name"":""feature_name"",""type"":""text"",""question"":""Feature Name"",""select"":""""},{""name"":""feature_details"",""type"":""textarea"",""question"":""Feature Details"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Write content for the features page for **feature_name**. Details: **feature_details**.",1,0,#FFBD33,website,NULL,2025-09-26T14:23:43.000000Z,2025-09-26T14:23:43.000000Z
90,NULL,"Keyword Generator","Generate relevant keywords for your website content.",keyword_generator,1,"[{""name"":""topic"",""type"":""text"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate relevant keywords for the topic: **topic**.",1,0,#C2D6D6,website,NULL,2025-09-26T14:23:43.000000Z,2025-09-26T14:23:43.000000Z
91,NULL,"Keyword Extractor","Extract important keywords from your website content.",keyword_extractor,1,"[{""name"":""content"",""type"":""textarea"",""question"":""Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Extract keywords from the following content: **content**.",1,0,#3498DB,website,NULL,2025-09-26T14:23:44.000000Z,2025-09-26T14:23:44.000000Z
92,NULL,SEO,"Optimize your website content for search engines.",seo,1,"[{""name"":""content"",""type"":""textarea"",""question"":""Content"",""select"":""""},{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Optimize the website content for search engines. Content: **content**. Keywords: **keywords**.",1,0,#D6A3A3,website,NULL,2025-09-26T14:23:44.000000Z,2025-09-26T14:23:44.000000Z
93,NULL,Testimonials,"Generate authentic testimonials for your website.",testimonials,1,"[{""name"":""customer_name"",""type"":""text"",""question"":""Customer Name"",""select"":""""},{""name"":""testimonial"",""type"":""textarea"",""question"":""Testimonial"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a testimonial for **customer_name**. Testimonial: **testimonial**.",1,0,#FFBD33,website,NULL,2025-09-26T14:23:44.000000Z,2025-09-26T14:23:44.000000Z
94,NULL,"Landing Page Content - Copywriting","Create compelling copy for your landing page.",landing_page_copywriting,1,"[{""name"":""product_name"",""type"":""text"",""question"":""Product Name"",""select"":""""},{""name"":""benefits"",""type"":""textarea"",""question"":""Benefits"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Write compelling copy for the landing page of **product_name**. Benefits: **benefits**.",1,0,#C2D6D6,website,NULL,2025-09-26T14:23:45.000000Z,2025-09-26T14:23:45.000000Z
95,NULL,"Website - Copywriting","Create engaging copy for your website pages.",website_copywriting,1,"[{""name"":""page_name"",""type"":""text"",""question"":""Page Name"",""select"":""""},{""name"":""content"",""type"":""textarea"",""question"":""Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Write engaging copy for the **page_name** page. Content: **content**.",1,0,#3498DB,website,NULL,2025-09-26T14:23:45.000000Z,2025-09-26T14:23:45.000000Z
96,NULL,FAQ,"Generate frequently asked questions for your website.",faq,1,"[{""name"":""topic"",""type"":""text"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate frequently asked questions on the topic: **topic**.",1,0,#D6A3A3,website,NULL,2025-09-26T14:23:46.000000Z,2025-09-26T14:23:46.000000Z
97,NULL,"Call to Action","Create compelling calls to action for your website.",call_to_action,1,"[{""name"":""action"",""type"":""textarea"",""question"":""Action"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Create a compelling call to action: **action**.",1,0,#FFBD33,website,NULL,2025-09-26T14:23:46.000000Z,2025-09-26T14:23:46.000000Z
98,NULL,"Rewrite with Keywords","Rewrite website content with targeted keywords.",rewrite_with_keywords,1,"[{""name"":""content"",""type"":""textarea"",""question"":""Content"",""select"":""""},{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Rewrite the content with targeted keywords. Content: **content**. Keywords: **keywords**.",1,0,#3498DB,website,NULL,2025-09-26T14:23:46.000000Z,2025-09-26T14:23:46.000000Z
99,NULL,"Privacy Policy","Generate a privacy policy for your website.",privacy_policy,1,"[{""name"":""company_name"",""type"":""text"",""question"":""Company Name"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a privacy policy for **company_name**.",1,0,#D6A3A3,website,NULL,2025-09-26T14:23:47.000000Z,2025-09-26T14:23:47.000000Z
100,NULL,"Terms and Conditions","Generate terms and conditions for your website.",terms_and_conditions,1,"[{""name"":""company_name"",""type"":""text"",""question"":""Company Name"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate terms and conditions for **company_name**.",1,0,#FFBD33,website,NULL,2025-09-26T14:23:47.000000Z,2025-09-26T14:23:47.000000Z
101,NULL,"Blog Ideas","Generate creative ideas for your next blog post.",blog_ideas,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Blog Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate creative ideas for your next blog post on the topic: **topic**.",1,0,#D6A3A3,blog,NULL,2025-09-26T14:23:48.000000Z,2025-09-26T14:23:48.000000Z
102,NULL,"Blog Intro","Generate an engaging introduction for your blog post.",blog_intro,1,"[{""name"":""topic"",""type"":""text"",""question"":""Blog Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate an engaging introduction for your blog post on **topic**.",1,0,#FFBD33,blog,NULL,2025-09-26T14:23:48.000000Z,2025-09-26T14:23:48.000000Z
103,NULL,"Blog Outline","Generate an outline for your blog post.",blog_outline,1,"[{""name"":""topic"",""type"":""text"",""question"":""Blog Topic"",""select"":""""},{""name"":""sections"",""type"":""textarea"",""question"":""Sections"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate an outline for your blog post on **topic**. Sections: **sections**.",1,0,#3498DB,blog,NULL,2025-09-26T14:23:48.000000Z,2025-09-26T14:23:48.000000Z
104,NULL,"Blog Article","Generate a full article for your blog post.",blog_article,1,"[{""name"":""topic"",""type"":""text"",""question"":""Blog Topic"",""select"":""""},{""name"":""sections"",""type"":""textarea"",""question"":""Sections"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a full article for your blog post on **topic**. Sections: **sections**.",1,0,#FFC300,blog,NULL,2025-09-26T14:23:49.000000Z,2025-09-26T14:23:49.000000Z
105,NULL,"IG Reel Script","Generate a script for an Instagram Reel video.",ig_reel_script,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Video Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a script for an Instagram Reel video on **topic**.",1,0,#D6A3A3,"social media",NULL,2025-09-26T14:23:49.000000Z,2025-09-26T14:23:49.000000Z
106,NULL,"IG Captions","Generate captions for Instagram posts.",ig_captions,1,"[{""name"":""photo_description"",""type"":""textarea"",""question"":""Photo Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate captions for Instagram posts with the photo description: **photo_description**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:50.000000Z,2025-09-26T14:23:50.000000Z
107,NULL,"TikTok Script","Generate a script for a TikTok video.",tiktok_script,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Video Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a script for a TikTok video on **topic**.",1,0,#D6A3A3,"social media",NULL,2025-09-26T14:23:50.000000Z,2025-09-26T14:23:50.000000Z
108,NULL,"TikTok Video Caption","Generate captions for TikTok videos.",tiktok_video_caption,1,"[{""name"":""video_description"",""type"":""textarea"",""question"":""Video Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate captions for TikTok videos with the video description: **video_description**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:51.000000Z,2025-09-26T14:23:51.000000Z
109,NULL,"TikTok Video Script","Generate a script for a TikTok video.",tiktok_video_script,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Video Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a script for a TikTok video on **topic**.",1,0,#D6A3A3,"social media",NULL,2025-09-26T14:23:51.000000Z,2025-09-26T14:23:51.000000Z
110,NULL,"Facebook Post","Generate engaging posts for Facebook.",facebook_post,1,"[{""name"":""post_content"",""type"":""textarea"",""question"":""Post Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate engaging posts for Facebook with the content: **post_content**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:51.000000Z,2025-09-26T14:23:51.000000Z
111,NULL,"Facebook Video Script","Generate a script for a Facebook video.",facebook_video_script,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Video Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a script for a Facebook video on **topic**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:52.000000Z,2025-09-26T14:23:52.000000Z
112,NULL,"X Tweet","Generate a tweet for any purpose.",x_tweet,1,"[{""name"":""tweet_content"",""type"":""textarea"",""question"":""Tweet Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2z""/></svg>",0,text,"Generate a tweet with the following content: **tweet_content**.",1,0,#D6A3A3,"social media",NULL,2025-09-26T14:23:52.000000Z,2025-09-26T14:23:52.000000Z
113,NULL,"X Thread","Generate a Twitter thread for any topic.",x_thread,1,"[{""name"":""thread_content"",""type"":""textarea"",""question"":""Thread Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2z""/></svg>",0,text,"Generate a Twitter thread with the following content: **thread_content**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:53.000000Z,2025-09-26T14:23:53.000000Z
114,NULL,"Youtube Video to Blog Post","Generate blog posts from YouTube videos.",youtube_video_to_blog_post,1,"[{""name"":""video_url"",""type"":""text"",""question"":""Video URL"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2z""/></svg>",0,text,"Generate blog posts from YouTube videos with the video URL: **video_url**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:53.000000Z,2025-09-26T14:23:53.000000Z
117,NULL,"Viral Tweet Idea","Generate ideas for tweets that could potentially go viral.",viral_tweet_idea,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Tweet Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate ideas for tweets that could potentially go viral on **topic**.",1,0,#D6A3A3,"social media",NULL,2025-09-26T14:23:54.000000Z,2025-09-26T14:23:54.000000Z
118,NULL,"Clickbait Titles","Generate clickbait titles for social media posts.",clickbait_titles,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate clickbait titles for social media posts on **topic**.",1,0,#3498DB,"social media",NULL,2025-09-26T14:23:55.000000Z,2025-09-26T14:23:55.000000Z
119,NULL,"App and SMS Notifications","Generate notifications for mobile apps and SMS.",app_and_sms_notifications,1,"[{""name"":""notification_type"",""type"":""text"",""question"":""Notification Type"",""select"":""""},{""name"":""message"",""type"":""textarea"",""question"":""Message"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2z""/></svg>",0,text,"Generate notifications for **notification_type** with the message: **message**.",1,0,#D6A3A3,"social media",NULL,2025-09-26T14:23:55.000000Z,2025-09-26T14:23:55.000000Z
120,NULL,"Advertising Ideas","Generate ideas for advertising campaigns.",advertising_ideas,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Advertising Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate ideas for advertising campaigns on **topic**.",1,0,#F1C40F,advertising,NULL,2025-09-26T14:23:56.000000Z,2025-09-26T14:23:56.000000Z
121,NULL,"FB Ad","Generate content for Facebook advertisements.",fb_ad,1,"[{""name"":""ad_content"",""type"":""textarea"",""question"":""Ad Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate content for a Facebook advertisement: **ad_content**.",1,0,#C2D6D6,advertising,NULL,2025-09-26T14:23:56.000000Z,2025-09-26T14:23:56.000000Z
122,NULL,"Google Ad","Generate content for Google advertisements.",google_ad,1,"[{""name"":""ad_content"",""type"":""textarea"",""question"":""Ad Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate content for a Google advertisement: **ad_content**.",1,0,#D6A3A3,advertising,NULL,2025-09-26T14:23:56.000000Z,2025-09-26T14:23:56.000000Z
123,NULL,"Ad Script","Generate scripts for advertisements.",ad_script,1,"[{""name"":""ad_type"",""type"":""text"",""question"":""Ad Type"",""select"":""""},{""name"":""ad_content"",""type"":""textarea"",""question"":""Ad Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a script for a **ad_type** advertisement: **ad_content**.",1,0,#3498DB,advertising,NULL,2025-09-26T14:23:57.000000Z,2025-09-26T14:23:57.000000Z
124,NULL,"TV Ads","Generate ideas and content for TV advertisements.",tv_ads,1,"[{""name"":""ad_content"",""type"":""textarea"",""question"":""Ad Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate ideas and content for TV advertisements: **ad_content**.",1,0,#F1C40F,advertising,NULL,2025-09-26T14:23:57.000000Z,2025-09-26T14:23:57.000000Z
125,NULL,"Youtube Ads","Generate ideas and content for YouTube advertisements.",youtube_ads,1,"[{""name"":""ad_content"",""type"":""textarea"",""question"":""Ad Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate ideas and content for YouTube advertisements: **ad_content**.",1,0,#C2D6D6,advertising,NULL,2025-09-26T14:23:58.000000Z,2025-09-26T14:23:58.000000Z
126,NULL,Translate,"Translate text from one language to another.",translate,1,"[{""name"":""source_language"",""type"":""text"",""question"":""Source Language"",""select"":""""},{""name"":""target_language"",""type"":""text"",""question"":""Target Language"",""select"":""""},{""name"":""text"",""type"":""textarea"",""question"":""Text to Translate"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Translate the text **text** from **source_language** to **target_language**.",1,0,#F1C40F,languages,NULL,2025-09-26T14:23:58.000000Z,2025-09-26T14:23:58.000000Z
127,NULL,"Grammar Check","Check grammar and provide suggestions for improvement.",grammar_check,1,"[{""name"":""text"",""type"":""textarea"",""question"":""Text to Check"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Check the grammar of the text **text** and provide suggestions for improvement.",1,0,#C2D6D6,languages,NULL,2025-09-26T14:23:59.000000Z,2025-09-26T14:23:59.000000Z
128,NULL,"List Synonyms","Generate a list of synonyms for a given word.",list_synonyms,1,"[{""name"":""word"",""type"":""text"",""question"":""Word"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a list of synonyms for the word **word**.",1,0,#D6A3A3,languages,NULL,2025-09-26T14:23:59.000000Z,2025-09-26T14:23:59.000000Z
129,NULL,"Learn New Words","Discover and learn new words with their meanings and usage.",learn_new_words,1,"[{""name"":""topic"",""type"":""text"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Discover and learn new words related to **topic** with their meanings and usage.",1,0,#3498DB,languages,NULL,2025-09-26T14:23:59.000000Z,2025-09-26T14:23:59.000000Z
